Writing this to a file.
-78.6375,49.6273,-19.485
-78.6127,49.5889,-19.5334
-78.5865,49.5443,-19.5188
-78.5624,49.5009,-19.3935
-78.5529,49.4462,-19.3231
-78.5447,49.3977,-19.3156
-78.535,49.3023,-19.2864
-78.5187,49.226,-19.2511
-78.495,49.1753,-19.2039
-78.4758,49.1379,-19.1713
-78.4566,49.1006,-19.1388
-78.4345,49.0814,-19.1292
-78.4345,49.0814,-19.1292
-78.446,49.0801,-19.1449
-78.4645,49.2145,-19.2576
-78.605,49.938,-20.1644
-78.7312,50.7996,-21.3181
-78.9713,52.0017,-23.0351
-79.3623,53.781,-25.4134
-79.8859,56.6665,-28.7301
-80.5265,61.0254,-33.2105
-81.2149,67.1093,-39.293
-81.8521,75.1788,-47.1448
-82.3249,85.6114,-57.2383
-82.545,98.2052,-69.7529
-81.7264,125.439,-97.5912
-80.5686,137.281,-109.549
-78.95,146.445,-118.759
-77.0486,153.021,-125.639
-74.9891,157.577,-130.652
-72.814,160.86,-134.339
-70.5494,163.355,-137.083
-68.2619,165.151,-139.149
-65.9981,166.482,-140.697
-63.774,167.47,-141.847
-59.4992,168.57,-143.304
-57.4332,168.791,-143.816
-55.384,168.874,-144.139
-53.3477,168.792,-144.313
-51.3534,168.58,-144.409
-49.374,168.38,-144.455
-47.3888,168.25,-144.485
-45.3951,168.278,-144.469
-43.4025,168.212,-144.453
-41.4189,167.975,-144.457
-39.4527,167.65,-144.485
-37.483,167.388,-144.523
-33.5867,166.965,-144.548
-31.6493,166.777,-144.559
-29.7286,166.614,-144.57
-27.8346,166.434,-144.583
-25.9932,166.204,-144.586
-24.1962,166.145,-144.589
-22.4467,166.148,-144.609
-20.7358,166.073,-144.647
-19.0785,165.846,-144.737
-17.4524,165.796,-144.854
-14.2442,165.794,-145.176
-12.6912,165.558,-145.399
-11.1424,165.365,-145.625
-9.58983,165.207,-145.885
-8.07358,165.057,-146.203
-6.58585,164.973,-146.558
-5.14709,164.902,-146.94
-3.76003,164.795,-147.309
-2.41978,164.64,-147.656
-1.15433,164.432,-147.992
1.20187,164.018,-148.677
2.25404,163.811,-148.999
3.20361,163.649,-149.317
4.07073,163.612,-149.602
4.8356,163.537,-149.852
5.50739,163.337,-150.112
6.08914,163.324,-150.336
6.59364,163.318,-150.527
7.01926,163.158,-150.69
7.35874,162.874,-150.823
7.63927,162.655,-150.94
7.87976,162.528,-151.057
8.19716,162.298,-151.268
8.25065,162.293,-151.387
8.27008,162.478,-151.456
8.23332,162.594,-151.492
8.15163,162.611,-151.473
8.03934,162.665,-151.449
7.90454,162.831,-151.425
7.75349,162.963,-151.378
7.6029,162.942,-151.352
7.46593,162.946,-151.335
7.14577,163.19,-151.292
6.93793,163.118,-151.252
6.70136,163.016,-151.215
6.44713,163.005,-151.181
6.17688,163.107,-151.151
5.87258,163.148,-151.115
5.52955,163.135,-151.091
5.1483,163.165,-151.054
4.7411,163.216,-151.006
4.30228,163.178,-150.937
3.4069,163.329,-150.806
2.99455,163.457,-150.751
2.61782,163.601,-150.723
2.2593,163.697,-150.703
1.9267,163.699,-150.68
1.62983,163.709,-150.646
1.35626,163.739,-150.615
1.09988,163.788,-150.581
0.886779,163.914,-150.562
0.711353,164.014,-150.534
0.573524,164.021,-150.514
0.460956,164.005,-150.512
0.324363,164.108,-150.512
0.294875,164.108,-150.514
0.275232,164.148,-150.529
0.254339,164.216,-150.55
0.212448,164.337,-150.57
0.164748,164.507,-150.591
0.0666963,164.644,-150.62
-0.0841312,164.736,-150.64
-0.300911,164.803,-150.655
-0.587615,164.86,-150.67
-1.43715,164.687,-150.649
-2.00138,164.595,-150.624
-2.65051,164.546,-150.604
-3.38911,164.485,-150.56
-4.2045,164.439,-150.512
-5.08821,164.402,-150.459
-6.0395,164.367,-150.408
-7.0621,164.209,-150.355
-8.15352,164.034,-150.283
-9.271,163.964,-150.191
-11.6052,163.891,-149.965
-12.8301,163.738,-149.835
-14.0774,163.574,-149.71
-15.3318,163.46,-149.568
-16.5957,163.438,-149.407
-17.8803,163.377,-149.215
-19.1772,163.231,-149.019
-20.4493,163.121,-148.815
-21.7086,163.135,-148.575
-22.9688,163.229,-148.297
-24.2382,163.175,-148.002
-25.4798,162.916,-147.725
-27.932,162.561,-147.128
-29.1842,162.585,-146.806
-30.4166,162.596,-146.473
-31.6024,162.437,-146.128
-32.7689,162.123,-145.781
-33.9111,161.874,-145.405
-35.0411,161.772,-144.983
-36.1744,161.659,-144.541
-37.3228,161.305,-144.134
-38.4293,160.901,-143.767
-40.7025,160.256,-143.012
-41.8563,159.91,-142.642
-42.9833,159.607,-142.277
-44.1394,159.356,-141.869
-45.3105,159.12,-141.458
-46.473,158.842,-141.026
-47.6194,158.422,-140.543
-48.8007,157.879,-140.018
-49.9888,157.378,-139.485
-51.1689,157.1,-138.875
-53.4835,156.489,-137.598
-54.6385,155.988,-136.975
-55.7608,155.682,-136.36
-56.8494,155.517,-135.713
-57.9167,155.229,-135.087
-58.9936,154.589,-134.443
-60.0381,153.797,-133.791
-61.0543,153.279,-133.092
-62.0429,152.929,-132.361
-63.022,152.558,-131.615
-63.9837,151.982,-130.894
-64.8953,151.313,-130.162
-66.6297,150.166,-128.441
-67.4433,149.476,-127.413
-68.1916,148.519,-126.382
-68.8782,147.419,-125.328
-69.5278,146.25,-124.203
-70.1432,145.09,-123.064
-70.74,143.933,-121.927
-71.3032,142.666,-120.785
-71.8517,141.38,-119.609
-72.3978,140.194,-118.429
-73.3899,138.199,-116.137
-73.8702,137.108,-114.947
-74.3315,135.987,-113.768
-74.7835,134.906,-112.577
-75.2296,134.016,-111.475
-75.684,133.068,-110.283
-76.1374,131.967,-108.976
-76.5777,130.609,-107.501
-76.9699,129.113,-105.888
-77.344,127.517,-104.208
-78.0881,124.293,-100.859
-78.4644,122.594,-99.1172
-78.7871,120.576,-96.9987
-79.0392,118.206,-94.5525
-79.2475,115.653,-92.0095
-79.4342,113.15,-89.4489
-79.6258,110.74,-86.8898
-79.8191,108.46,-84.3864
-79.9915,106.273,-81.9545
-80.1518,103.955,-79.4452
-80.3038,101.487,-76.757
-80.4514,99.0602,-74.0429
-80.6769,94.4298,-68.8367
-80.7656,92.0385,-66.3297
-80.8047,89.6462,-63.8975
-80.7958,87.4375,-61.6792
-80.7711,85.1524,-59.4941
-80.7427,82.5504,-57.0907
-80.7024,80.1245,-54.7203
-80.6604,77.9722,-52.5115
-80.6226,75.9386,-50.3901
-80.5636,73.8886,-48.2475
-80.4689,69.8816,-44.0757
-80.4202,68.0262,-42.0965
-80.3623,66.2976,-40.2452
-80.3021,64.5842,-38.4343
-80.2542,62.8634,-36.616
-80.2109,61.2019,-34.7849
-80.1652,59.6729,-33.0199
-80.1083,58.2923,-31.4238
-80.0523,57.0289,-29.9859
-79.9938,56.1066,-28.8794
-79.7676,54.6558,-27.3769
-79.6086,54.0513,-26.8255
-79.4431,53.6583,-26.3314
-79.2821,53.4011,-25.9117
-79.1169,53.1681,-25.4547
-78.9637,52.8655,-24.928
-78.8524,52.5486,-24.3893
-78.7731,52.171,-23.743
-78.7557,51.7398,-23.0803
-78.7635,51.3294,-22.471
-78.7562,51.0305,-22.0227
-78.7416,50.6888,-21.6291
-78.704,50.1894,-21.108
-78.6745,50.0654,-20.9575
-78.6545,50.003,-20.8746
-78.6354,49.9425,-20.8599
-78.6221,49.8415,-20.8047
-78.633,49.8319,-20.8313
-78.6303,49.8547,-20.8492
-78.6294,49.9374,-20.9464
-78.6235,49.9733,-20.9919
-78.6275,50.0795,-21.0945
-78.6366,50.4402,-21.2913
-78.634,50.5931,-21.4286
-78.6161,50.7045,-21.5592
-78.6005,50.76,-21.6352
-78.5966,50.8855,-21.7293
-78.612,51.062,-21.8503
-78.6217,51.1566,-21.9546
-78.6154,51.1226,-21.999
-78.591,51.1129,-22.0796
